 1.0 0.001
 0.999013 0.001
 0.996057 0.001
 0.991144 0.001
 0.984292 0.001
 0.975528 0.001
 0.964888 0.001
 0.952414 0.003845
 0.938153 0.007387
 0.922164 0.011221
 0.904508 0.015298
 0.885257 0.019567
 0.864484 0.023982
 0.842274 0.028499
 0.818712 0.03308
 0.793893 0.037691
 0.767913 0.042305
 0.740877 0.046896
 0.71289 0.051444
 0.684062 0.055932
 0.654508 0.060342
 0.624345 0.064656
 0.593691 0.068858
 0.562667 0.072926
 0.531395 0.076835
 0.5 0.080555
 0.468605 0.084053
 0.437333 0.087289
 0.406309 0.090218
 0.375655 0.092794
 0.345492 0.094964
 0.315938 0.096676
 0.28711 0.097876
 0.259123 0.098511
 0.232087 0.098534
 0.206107 0.097898
 0.181288 0.096566
 0.157726 0.094504
 0.135516 0.091689
 0.114743 0.088105
 0.095492 0.083745
 0.077836 0.078607
 0.061847 0.0727
 0.047586 0.066036
 0.035112 0.058635
 0.024472 0.050518
 0.015708 0.041708
 0.008856 0.03223
 0.003943 0.022108
 0.000987 0.011359
 0.0 -0.011359
 0.000987 -0.022108
 0.003943 -0.03223
 0.008856 -0.041708
 0.015708 -0.050518
 0.024472 -0.058635
 0.035112 -0.066036
 0.047586 -0.0727
 0.061847 -0.078607
 0.077836 -0.083745
 0.095492 -0.088105
 0.114743 -0.091689
 0.135516 -0.094504
 0.157726 -0.096566
 0.181288 -0.097898
 0.206107 -0.098534
 0.232087 -0.098511
 0.259123 -0.097876
 0.28711 -0.096676
 0.315938 -0.094964
 0.345492 -0.092794
 0.375655 -0.090218
 0.406309 -0.087289
 0.437333 -0.084053
 0.468605 -0.080555
 0.5 -0.076835
 0.531395 -0.072926
 0.562667 -0.068858
 0.593691 -0.064656
 0.624345 -0.060342
 0.654508 -0.055932
 0.684062 -0.051444
 0.71289 -0.046896
 0.740877 -0.042305
 0.767913 -0.037691
 0.793893 -0.03308
 0.818712 -0.028499
 0.842274 -0.023982
 0.864484 -0.019567
 0.885257 -0.015298
 0.904508 -0.011221
 0.922164 -0.007387
 0.938153 -0.003845
 0.952414 -0.001
 0.964888 -0.001
 0.975528 -0.001
 0.984292 -0.001
 0.991144 -0.001
 0.996057 -0.001
 0.999013 -0.001
