 1.0 0.01
 0.999013 0.01
 0.996057 0.01
 0.991144 0.01
 0.984292 0.01
 0.975528 0.010559
 0.964888 0.012306
 0.952414 0.014308
 0.938153 0.016539
 0.922164 0.018971
 0.904508 0.021576
 0.885257 0.024324
 0.864484 0.02719
 0.842274 0.030146
 0.818712 0.033169
 0.793893 0.036237
 0.767913 0.03933
 0.740877 0.042429
 0.71289 0.045518
 0.684062 0.04858
 0.654508 0.051599
 0.624345 0.054559
 0.593691 0.057442
 0.562667 0.06023
 0.531395 0.0629
 0.5 0.065429
 0.468605 0.067791
 0.437333 0.069955
 0.406309 0.071892
 0.375655 0.073566
 0.345492 0.074942
 0.315938 0.075984
 0.28711 0.076655
 0.259123 0.076921
 0.232087 0.076745
 0.206107 0.076098
 0.181288 0.07495
 0.157726 0.073276
 0.135516 0.071056
 0.114743 0.068274
 0.095492 0.064919
 0.077836 0.060983
 0.061847 0.056465
 0.047586 0.051364
 0.035112 0.045688
 0.024472 0.039441
 0.015708 0.032632
 0.008856 0.025274
 0.003943 0.017376
 0.000987 0.01
 0.0 -0.01
 0.000987 -0.017376
 0.003943 -0.025274
 0.008856 -0.032632
 0.015708 -0.039441
 0.024472 -0.045688
 0.035112 -0.051364
 0.047586 -0.056465
 0.061847 -0.060983
 0.077836 -0.064919
 0.095492 -0.068274
 0.114743 -0.071056
 0.135516 -0.073276
 0.157726 -0.07495
 0.181288 -0.076098
 0.206107 -0.076745
 0.232087 -0.076921
 0.259123 -0.076655
 0.28711 -0.075984
 0.315938 -0.074942
 0.345492 -0.073566
 0.375655 -0.071892
 0.406309 -0.069955
 0.437333 -0.067791
 0.468605 -0.065429
 0.5 -0.0629
 0.531395 -0.06023
 0.562667 -0.057442
 0.593691 -0.054559
 0.624345 -0.051599
 0.654508 -0.04858
 0.684062 -0.045518
 0.71289 -0.042429
 0.740877 -0.03933
 0.767913 -0.036237
 0.793893 -0.033169
 0.818712 -0.030146
 0.842274 -0.02719
 0.864484 -0.024324
 0.885257 -0.021576
 0.904508 -0.018971
 0.922164 -0.016539
 0.938153 -0.014308
 0.952414 -0.012306
 0.964888 -0.010559
 0.975528 -0.01
 0.984292 -0.01
 0.991144 -0.01
 0.996057 -0.01
 0.999013 -0.01
