 1.0 0.001
 0.999013 0.001
 0.996057 0.001
 0.991144 0.001
 0.984292 0.001
 0.975528 0.001
 0.964888 0.001
 0.952414 0.001
 0.938153 0.001
 0.922164 0.001
 0.904508 0.001
 0.885257 0.001
 0.864484 0.001
 0.842274 0.001
 0.818712 0.001
 0.793893 0.006698
 0.767913 0.014251
 0.740877 0.021883
 0.71289 0.029521
 0.684062 0.037091
 0.654508 0.044518
 0.624345 0.051726
 0.593691 0.058638
 0.562667 0.065183
 0.531395 0.071288
 0.5 0.076886
 0.468605 0.081915
 0.437333 0.086317
 0.406309 0.090042
 0.375655 0.093048
 0.345492 0.0953
 0.315938 0.096773
 0.28711 0.097449
 0.259123 0.097322
 0.232087 0.096394
 0.206107 0.094677
 0.181288 0.092191
 0.157726 0.088963
 0.135516 0.08503
 0.114743 0.080433
 0.095492 0.075218
 0.077836 0.069436
 0.061847 0.063138
 0.047586 0.056376
 0.035112 0.049205
 0.024472 0.041672
 0.015708 0.033822
 0.008856 0.025699
 0.003943 0.017338
 0.000987 0.008766
 0.0 -0.008766
 0.000987 -0.017338
 0.003943 -0.025699
 0.008856 -0.033822
 0.015708 -0.041672
 0.024472 -0.049205
 0.035112 -0.056376
 0.047586 -0.063138
 0.061847 -0.069436
 0.077836 -0.075218
 0.095492 -0.080433
 0.114743 -0.08503
 0.135516 -0.088963
 0.157726 -0.092191
 0.181288 -0.094677
 0.206107 -0.096394
 0.232087 -0.097322
 0.259123 -0.097449
 0.28711 -0.096773
 0.315938 -0.0953
 0.345492 -0.093048
 0.375655 -0.090042
 0.406309 -0.086317
 0.437333 -0.081915
 0.468605 -0.076886
 0.5 -0.071288
 0.531395 -0.065183
 0.562667 -0.058638
 0.593691 -0.051726
 0.624345 -0.044518
 0.654508 -0.037091
 0.684062 -0.029521
 0.71289 -0.021883
 0.740877 -0.014251
 0.767913 -0.006698
 0.793893 -0.001
 0.818712 -0.001
 0.842274 -0.001
 0.864484 -0.001
 0.885257 -0.001
 0.904508 -0.001
 0.922164 -0.001
 0.938153 -0.001
 0.952414 -0.001
 0.964888 -0.001
 0.975528 -0.001
 0.984292 -0.001
 0.991144 -0.001
 0.996057 -0.001
 0.999013 -0.001
