 1.0 0.001
 0.999013 0.001
 0.996057 0.001
 0.991144 0.001
 0.984292 0.001
 0.975528 0.001
 0.964888 0.001
 0.952414 0.001
 0.938153 0.001906
 0.922164 0.006656
 0.904508 0.01151
 0.885257 0.016363
 0.864484 0.02112
 0.842274 0.025698
 0.818712 0.030029
 0.793893 0.03406
 0.767913 0.037756
 0.740877 0.041099
 0.71289 0.044086
 0.684062 0.046729
 0.654508 0.049051
 0.624345 0.051083
 0.593691 0.052864
 0.562667 0.054434
 0.531395 0.055832
 0.5 0.057093
 0.468605 0.058248
 0.437333 0.059316
 0.406309 0.060308
 0.375655 0.061226
 0.345492 0.062056
 0.315938 0.062778
 0.28711 0.063359
 0.259123 0.063761
 0.232087 0.063937
 0.206107 0.063835
 0.181288 0.063403
 0.157726 0.062587
 0.135516 0.061334
 0.114743 0.059596
 0.095492 0.057329
 0.077836 0.054493
 0.061847 0.051057
 0.047586 0.046993
 0.035112 0.042284
 0.024472 0.036914
 0.015708 0.030874
 0.008856 0.024161
 0.003943 0.016777
 0.000987 0.008722
 0.0 -0.008722
 0.000987 -0.016777
 0.003943 -0.024161
 0.008856 -0.030874
 0.015708 -0.036914
 0.024472 -0.042284
 0.035112 -0.046993
 0.047586 -0.051057
 0.061847 -0.054493
 0.077836 -0.057329
 0.095492 -0.059596
 0.114743 -0.061334
 0.135516 -0.062587
 0.157726 -0.063403
 0.181288 -0.063835
 0.206107 -0.063937
 0.232087 -0.063761
 0.259123 -0.063359
 0.28711 -0.062778
 0.315938 -0.062056
 0.345492 -0.061226
 0.375655 -0.060308
 0.406309 -0.059316
 0.437333 -0.058248
 0.468605 -0.057093
 0.5 -0.055832
 0.531395 -0.054434
 0.562667 -0.052864
 0.593691 -0.051083
 0.624345 -0.049051
 0.654508 -0.046729
 0.684062 -0.044086
 0.71289 -0.041099
 0.740877 -0.037756
 0.767913 -0.03406
 0.793893 -0.030029
 0.818712 -0.025698
 0.842274 -0.02112
 0.864484 -0.016363
 0.885257 -0.01151
 0.904508 -0.006656
 0.922164 -0.001906
 0.938153 -0.001
 0.952414 -0.001
 0.964888 -0.001
 0.975528 -0.001
 0.984292 -0.001
 0.991144 -0.001
 0.996057 -0.001
 0.999013 -0.001
