 1.0 0.01
 0.999013 0.01
 0.996057 0.01
 0.991144 0.01
 0.984292 0.01
 0.975528 0.01
 0.964888 0.010079
 0.952414 0.01204
 0.938153 0.01428
 0.922164 0.016791
 0.904508 0.019561
 0.885257 0.022578
 0.864484 0.025826
 0.842274 0.02929
 0.818712 0.032949
 0.793893 0.036782
 0.767913 0.040765
 0.740877 0.044868
 0.71289 0.049063
 0.684062 0.053312
 0.654508 0.05758
 0.624345 0.061823
 0.593691 0.065997
 0.562667 0.070055
 0.531395 0.073945
 0.5 0.077617
 0.468605 0.081016
 0.437333 0.08409
 0.406309 0.086784
 0.375655 0.089049
 0.345492 0.090836
 0.315938 0.0921
 0.28711 0.0928
 0.259123 0.092903
 0.232087 0.09238
 0.206107 0.091209
 0.181288 0.089377
 0.157726 0.086875
 0.135516 0.083703
 0.114743 0.079869
 0.095492 0.075385
 0.077836 0.070269
 0.061847 0.064543
 0.047586 0.058233
 0.035112 0.051367
 0.024472 0.043974
 0.015708 0.03608
 0.008856 0.027714
 0.003943 0.0189
 0.000987 0.01
 0.0 -0.01
 0.000987 -0.0189
 0.003943 -0.027714
 0.008856 -0.03608
 0.015708 -0.043974
 0.024472 -0.051367
 0.035112 -0.058233
 0.047586 -0.064543
 0.061847 -0.070269
 0.077836 -0.075385
 0.095492 -0.079869
 0.114743 -0.083703
 0.135516 -0.086875
 0.157726 -0.089377
 0.181288 -0.091209
 0.206107 -0.09238
 0.232087 -0.092903
 0.259123 -0.0928
 0.28711 -0.0921
 0.315938 -0.090836
 0.345492 -0.089049
 0.375655 -0.086784
 0.406309 -0.08409
 0.437333 -0.081016
 0.468605 -0.077617
 0.5 -0.073945
 0.531395 -0.070055
 0.562667 -0.065997
 0.593691 -0.061823
 0.624345 -0.05758
 0.654508 -0.053312
 0.684062 -0.049063
 0.71289 -0.044868
 0.740877 -0.040765
 0.767913 -0.036782
 0.793893 -0.032949
 0.818712 -0.02929
 0.842274 -0.025826
 0.864484 -0.022578
 0.885257 -0.019561
 0.904508 -0.016791
 0.922164 -0.01428
 0.938153 -0.01204
 0.952414 -0.010079
 0.964888 -0.01
 0.975528 -0.01
 0.984292 -0.01
 0.991144 -0.01
 0.996057 -0.01
 0.999013 -0.01
